factor,level,count
context_critical_contrast_id,critical-bandit-00002178,2
context_critical_contrast_id,critical-foraging-00002179,2
context_critical_contrast_id,critical-debugging-00002180,2
context_critical_contrast_id,critical-bandit-00002181,2
context_critical_contrast_id,critical-foraging-00002182,2
context_critical_contrast_id,critical-debugging-00002183,2
context_critical_contrast_id,critical-bandit-00002184,2
context_critical_contrast_id,critical-foraging-00002185,2
context_critical_contrast_id,critical-debugging-00002186,2
context_critical_contrast_id,critical-bandit-00002187,2
context_critical_contrast_id,critical-foraging-00002188,2
context_critical_contrast_id,critical-debugging-00002189,2
context_critical_contrast_id,critical-bandit-00002190,2
context_critical_contrast_id,critical-foraging-00002191,2
context_critical_contrast_id,critical-debugging-00002192,2
context_critical_contrast_id,critical-bandit-00002193,2
context_critical_contrast_id,critical-foraging-00002194,2
context_critical_contrast_id,critical-debugging-00002195,2
context_critical_contrast_id,critical-bandit-00002196,2
context_critical_contrast_id,critical-foraging-00002197,2
context_critical_contrast_id,critical-debugging-00002198,2
context_critical_contrast_id,critical-bandit-00002199,2
context_critical_contrast_id,critical-foraging-00002200,2
context_critical_contrast_id,critical-debugging-00002201,2
context_critical_contrast_id,critical-bandit-00002202,2
context_critical_contrast_id,critical-foraging-00002203,2
context_critical_contrast_id,critical-debugging-00002204,2
context_critical_contrast_id,critical-bandit-00002205,2
context_critical_contrast_id,critical-foraging-00002206,2
context_critical_contrast_id,critical-debugging-00002207,2
context_critical_contrast_id,critical-bandit-00002208,2
context_critical_contrast_id,critical-foraging-00002209,2
context_critical_contrast_id,critical-debugging-00002210,2
context_critical_contrast_id,critical-bandit-00002211,2
context_critical_contrast_id,critical-foraging-00002212,2
context_critical_contrast_id,critical-debugging-00002213,2
context_critical_contrast_id,critical-bandit-00002214,2
context_critical_contrast_id,critical-foraging-00002215,2
context_critical_contrast_id,critical-debugging-00002216,2
context_critical_contrast_id,critical-bandit-00002217,2
context_critical_contrast_id,critical-foraging-00002218,2
context_critical_contrast_id,critical-debugging-00002219,2
context_critical_contrast_id,critical-bandit-00002220,2
context_critical_contrast_id,critical-foraging-00002221,2
context_critical_contrast_id,critical-debugging-00002222,2
context_critical_contrast_id,critical-bandit-00002223,2
context_critical_contrast_id,critical-foraging-00002224,2
context_critical_contrast_id,critical-debugging-00002225,2
context_critical_contrast_id,critical-bandit-00002226,2
context_critical_contrast_id,critical-foraging-00002227,2
context_critical_contrast_id,critical-debugging-00002228,2
context_critical_contrast_id,critical-bandit-00002229,2
context_critical_contrast_id,critical-foraging-00002230,2
context_critical_contrast_id,critical-debugging-00002231,2
context_critical_contrast_id,critical-bandit-00002232,2
context_critical_contrast_id,critical-foraging-00002233,2
context_critical_contrast_id,critical-debugging-00002234,2
context_critical_contrast_id,critical-bandit-00002235,2
context_critical_contrast_id,critical-foraging-00002236,2
context_critical_contrast_id,critical-debugging-00002237,2
context_critical_contrast_id,critical-bandit-00002238,2
context_critical_contrast_id,critical-foraging-00002239,2
context_critical_contrast_id,critical-debugging-00002240,2
context_critical_contrast_id,critical-bandit-00002241,2
context_critical_contrast_id,critical-foraging-00002242,2
context_critical_contrast_id,critical-debugging-00002243,2
context_critical_contrast_id,critical-bandit-00002244,2
context_critical_contrast_id,critical-foraging-00002245,2
context_critical_contrast_id,critical-debugging-00002246,2
context_critical_contrast_id,critical-bandit-00002247,2
context_critical_contrast_id,critical-foraging-00002248,2
context_critical_contrast_id,critical-debugging-00002249,2
context_critical_contrast_id,critical-bandit-00002250,2
context_critical_contrast_id,critical-foraging-00002251,2
context_critical_contrast_id,critical-debugging-00002252,2
context_critical_contrast_id,critical-bandit-00002253,2
context_critical_contrast_id,critical-foraging-00002254,2
context_critical_contrast_id,critical-debugging-00002255,2
context_critical_contrast_id,critical-bandit-00002256,2
context_critical_contrast_id,critical-foraging-00002257,2
context_critical_contrast_id,critical-debugging-00002258,2
context_critical_contrast_id,critical-bandit-00002259,2
context_critical_contrast_id,critical-foraging-00002260,2
context_critical_contrast_id,critical-debugging-00002261,2
context_critical_contrast_id,critical-bandit-00002262,2
context_critical_contrast_id,critical-foraging-00002263,2
context_critical_contrast_id,critical-debugging-00002264,2
context_critical_contrast_id,critical-bandit-00002265,2
context_critical_contrast_id,critical-foraging-00002266,2
context_critical_contrast_id,critical-debugging-00002267,2
context_critical_contrast_id,critical-bandit-00002268,2
context_critical_contrast_id,critical-foraging-00002269,2
context_critical_contrast_id,critical-debugging-00002270,2
context_critical_contrast_id,critical-bandit-00002271,2
context_critical_contrast_id,critical-foraging-00002272,2
context_critical_contrast_id,critical-debugging-00002273,2
context_critical_contrast_id,critical-bandit-00002274,2
context_critical_contrast_id,critical-foraging-00002275,2
context_critical_contrast_id,critical-debugging-00002276,2
context_critical_contrast_id,critical-bandit-00002277,2
context_critical_contrast_id,critical-foraging-00002278,2
context_critical_contrast_id,critical-debugging-00002279,2
context_critical_contrast_id,critical-bandit-00002280,2
context_critical_contrast_id,critical-foraging-00002281,2
context_critical_contrast_id,critical-debugging-00002282,2
context_critical_contrast_id,critical-bandit-00002283,2
context_critical_contrast_id,critical-foraging-00002284,2
context_critical_contrast_id,critical-debugging-00002285,2
context_critical_contrast_id,critical-bandit-00002286,2
context_critical_contrast_id,critical-foraging-00002287,2
context_critical_contrast_id,critical-debugging-00002288,2
context_critical_contrast_id,critical-bandit-00002289,2
context_critical_contrast_id,critical-foraging-00002290,2
context_critical_contrast_id,critical-debugging-00002291,2
context_critical_contrast_id,critical-bandit-00002292,2
context_critical_contrast_id,critical-foraging-00002293,2
context_critical_contrast_id,critical-debugging-00002294,2
context_critical_contrast_id,critical-bandit-00002295,2
context_critical_contrast_id,critical-foraging-00002296,2
context_critical_contrast_id,critical-debugging-00002297,2
context_critical_contrast_id,critical-bandit-00002298,2
context_critical_contrast_id,critical-foraging-00002299,2
context_critical_contrast_id,critical-debugging-00002300,2
context_critical_contrast_id,critical-bandit-00002301,2
context_critical_contrast_id,critical-foraging-00002302,2
context_critical_contrast_id,critical-debugging-00002303,2
context_critical_contrast_id,critical-bandit-00002304,2
context_critical_contrast_id,critical-foraging-00002305,2
context_critical_contrast_id,critical-debugging-00002306,2
context_critical_contrast_id,critical-bandit-00002307,2
context_critical_contrast_id,critical-foraging-00002308,2
context_critical_contrast_id,critical-debugging-00002309,2
context_critical_contrast_id,critical-bandit-00002310,2
context_critical_contrast_id,critical-foraging-00002311,2
context_critical_contrast_id,critical-debugging-00002312,2
context_critical_contrast_id,critical-bandit-00002313,2
context_critical_contrast_id,critical-foraging-00002314,2
context_critical_contrast_id,critical-debugging-00002315,2
context_critical_contrast_id,critical-bandit-00002316,2
context_critical_contrast_id,critical-foraging-00002317,2
context_critical_contrast_id,critical-debugging-00002318,2
context_critical_contrast_id,critical-bandit-00002319,2
context_critical_contrast_id,critical-foraging-00002320,2
context_critical_contrast_id,critical-debugging-00002321,2
context_critical_contrast_id,critical-bandit-00002322,2
context_critical_contrast_id,critical-foraging-00002323,2
context_critical_contrast_id,critical-debugging-00002324,2
context_critical_contrast_id,critical-bandit-00002325,2
context_critical_contrast_id,critical-foraging-00002326,2
context_critical_contrast_id,critical-debugging-00002327,2
context_critical_contrast_id,critical-bandit-00002328,2
context_critical_contrast_id,critical-foraging-00002329,2
context_critical_contrast_id,critical-debugging-00002330,2
context_critical_contrast_id,critical-bandit-00002331,2
context_critical_contrast_id,critical-foraging-00002332,2
context_critical_contrast_id,critical-debugging-00002333,2
context_critical_contrast_id,critical-bandit-00002334,2
context_critical_contrast_id,critical-foraging-00002335,2
context_critical_contrast_id,critical-debugging-00002336,2
context_critical_contrast_id,critical-bandit-00002337,2
context_critical_contrast_id,critical-foraging-00002338,2
context_critical_contrast_id,critical-debugging-00002339,2
context_critical_contrast_id,critical-bandit-00002340,2
context_critical_contrast_id,critical-foraging-00002341,2
context_critical_contrast_id,critical-debugging-00002342,2
context_critical_contrast_id,critical-bandit-00002343,2
context_critical_contrast_id,critical-foraging-00002344,2
context_critical_contrast_id,critical-debugging-00002345,2
context_critical_contrast_id,critical-bandit-00002346,2
context_critical_contrast_id,critical-foraging-00002347,2
context_critical_contrast_id,critical-debugging-00002348,2
context_critical_contrast_id,critical-bandit-00002349,2
context_critical_contrast_id,critical-foraging-00002350,2
context_critical_contrast_id,critical-debugging-00002351,2
context_critical_contrast_id,critical-bandit-00002352,2
context_critical_contrast_id,critical-foraging-00002353,2
context_critical_contrast_id,critical-debugging-00002354,2
context_critical_contrast_id,critical-bandit-00002355,2
context_critical_contrast_id,critical-foraging-00002356,2
context_critical_contrast_id,critical-debugging-00002357,2
context_critical_contrast_id,critical-bandit-00002358,2
context_critical_contrast_id,critical-foraging-00002359,2
context_critical_contrast_id,critical-debugging-00002360,2
context_critical_contrast_id,critical-bandit-00002361,2
context_critical_contrast_id,critical-foraging-00002362,2
context_critical_contrast_id,critical-debugging-00002363,2
context_critical_contrast_id,critical-bandit-00002364,2
context_critical_contrast_id,critical-foraging-00002365,2
context_critical_contrast_id,critical-debugging-00002366,2
context_critical_contrast_id,critical-bandit-00002367,2
context_critical_contrast_id,critical-foraging-00002368,2
context_critical_contrast_id,critical-debugging-00002369,2
context_critical_contrast_id,critical-bandit-00002370,2
context_critical_contrast_id,critical-foraging-00002371,2
context_critical_contrast_id,critical-debugging-00002372,2
context_critical_contrast_id,critical-bandit-00002373,2
context_critical_contrast_id,critical-foraging-00002374,2
context_critical_contrast_id,critical-debugging-00002375,2
context_critical_contrast_id,critical-bandit-00002376,2
context_critical_contrast_id,critical-foraging-00002377,2
context_critical_contrast_id,critical-debugging-00002378,2
context_critical_contrast_id,critical-bandit-00002379,2
context_critical_contrast_id,critical-foraging-00002380,2
context_critical_contrast_id,critical-debugging-00002381,2
context_critical_contrast_id,critical-bandit-00002382,2
context_critical_contrast_id,critical-foraging-00002383,2
context_critical_contrast_id,critical-debugging-00002384,2
context_critical_contrast_id,critical-bandit-00002385,2
context_critical_contrast_id,critical-foraging-00002386,2
context_critical_contrast_id,critical-debugging-00002387,2
context_critical_contrast_id,critical-bandit-00002388,2
context_critical_contrast_id,critical-foraging-00002389,2
context_critical_contrast_id,critical-debugging-00002390,2
context_critical_contrast_id,critical-bandit-00002391,2
context_critical_contrast_id,critical-foraging-00002392,2
context_critical_contrast_id,critical-debugging-00002393,2
context_critical_contrast_id,critical-bandit-00002394,2
context_critical_contrast_id,critical-foraging-00002395,2
context_critical_contrast_id,critical-debugging-00002396,2
context_critical_contrast_id,critical-bandit-00002397,2
context_critical_contrast_id,critical-foraging-00002398,2
context_critical_contrast_id,critical-debugging-00002399,2
context_critical_contrast_id,critical-bandit-00002400,2
context_critical_contrast_id,critical-foraging-00002401,2
context_critical_contrast_id,critical-debugging-00002402,2
context_critical_contrast_id,critical-bandit-00002403,2
context_critical_contrast_id,critical-foraging-00002404,2
context_critical_contrast_id,critical-debugging-00002405,2
context_critical_contrast_id,critical-bandit-00002406,2
context_critical_contrast_id,critical-foraging-00002407,2
context_critical_contrast_id,critical-debugging-00002408,2
context_critical_contrast_id,critical-bandit-00002409,2
context_critical_contrast_id,critical-foraging-00002410,2
context_critical_contrast_id,critical-debugging-00002411,2
context_critical_contrast_id,critical-bandit-00002412,2
context_critical_contrast_id,critical-foraging-00002413,2
context_critical_contrast_id,critical-debugging-00002414,2
context_critical_contrast_id,critical-bandit-00002415,2
context_critical_contrast_id,critical-foraging-00002416,2
context_critical_contrast_id,critical-debugging-00002417,2
context_critical_contrast_id,critical-bandit-00002418,2
context_critical_contrast_id,critical-foraging-00002419,2
context_critical_contrast_id,critical-debugging-00002420,2
context_critical_contrast_id,critical-bandit-00002421,2
context_critical_contrast_id,critical-foraging-00002422,2
context_critical_contrast_id,critical-debugging-00002423,2
context_critical_contrast_id,critical-bandit-00002424,2
context_critical_contrast_id,critical-foraging-00002425,2
context_critical_contrast_id,critical-debugging-00002426,2
context_critical_contrast_id,critical-bandit-00002427,2
context_critical_contrast_id,critical-foraging-00002428,2
context_critical_contrast_id,critical-debugging-00002429,2
context_critical_contrast_id,critical-bandit-00002430,2
context_critical_contrast_id,critical-foraging-00002431,2
context_critical_contrast_id,critical-debugging-00002432,2
context_critical_contrast_id,critical-bandit-00002433,2
context_critical_contrast_id,critical-foraging-00002434,2
context_critical_contrast_id,critical-debugging-00002435,2
context_critical_contrast_id,critical-bandit-00002436,2
context_critical_contrast_id,critical-foraging-00002437,2
context_critical_contrast_id,critical-debugging-00002438,2
context_critical_contrast_id,critical-bandit-00002439,2
context_critical_contrast_id,critical-foraging-00002440,2
context_critical_contrast_id,critical-debugging-00002441,2
context_critical_contrast_id,critical-bandit-00002442,2
context_critical_contrast_id,critical-foraging-00002443,2
context_critical_contrast_id,critical-debugging-00002444,2
context_critical_contrast_id,critical-bandit-00002445,2
context_critical_contrast_id,critical-foraging-00002446,2
context_critical_contrast_id,critical-debugging-00002447,2
context_critical_contrast_id,critical-bandit-00002448,2
context_critical_contrast_id,critical-foraging-00002449,2
context_critical_contrast_id,critical-debugging-00002450,2
context_critical_contrast_id,critical-bandit-00002451,2
context_critical_contrast_id,critical-foraging-00002452,2
context_critical_contrast_id,critical-debugging-00002453,2
context_critical_contrast_id,critical-bandit-00002454,2
context_critical_contrast_id,critical-foraging-00002455,2
context_critical_contrast_id,critical-debugging-00002456,2
context_critical_contrast_id,critical-bandit-00002457,2
context_critical_contrast_id,critical-foraging-00002458,2
context_critical_contrast_id,critical-debugging-00002459,2
context_critical_contrast_id,critical-bandit-00002460,2
context_critical_contrast_id,critical-foraging-00002461,2
context_critical_contrast_id,critical-debugging-00002462,2
context_critical_contrast_id,critical-bandit-00002463,2
context_critical_contrast_id,critical-foraging-00002464,2
context_critical_contrast_id,critical-debugging-00002465,2
context_critical_contrast_id,critical-bandit-00002466,2
context_critical_contrast_id,critical-foraging-00002467,2
context_critical_contrast_id,critical-debugging-00002468,2
context_critical_contrast_id,critical-bandit-00002469,2
context_critical_contrast_id,critical-foraging-00002470,2
context_critical_contrast_id,critical-debugging-00002471,2
context_critical_contrast_id,critical-bandit-00002472,2
context_critical_contrast_id,critical-foraging-00002473,2
context_critical_contrast_id,critical-debugging-00002474,2
context_critical_contrast_id,critical-bandit-00002475,2
context_critical_contrast_id,critical-foraging-00002476,2
context_critical_contrast_id,critical-debugging-00002477,2
context_critical_contrast_id,critical-bandit-00002478,2
context_critical_contrast_id,critical-foraging-00002479,2
context_critical_contrast_id,critical-debugging-00002480,2
context_critical_contrast_id,critical-bandit-00002481,2
context_critical_contrast_id,critical-foraging-00002482,2
context_critical_contrast_id,critical-debugging-00002483,2
context_critical_contrast_id,critical-bandit-00002484,2
context_critical_contrast_id,critical-foraging-00002485,2
context_critical_contrast_id,critical-debugging-00002486,2
context_critical_contrast_id,critical-bandit-00002487,2
context_critical_contrast_id,critical-foraging-00002488,2
context_critical_contrast_id,critical-debugging-00002489,2
context_critical_contrast_id,critical-bandit-00002490,2
context_critical_contrast_id,critical-foraging-00002491,2
context_critical_contrast_id,critical-debugging-00002492,2
context_critical_contrast_id,critical-bandit-00002493,2
context_critical_contrast_id,critical-foraging-00002494,2
context_critical_contrast_id,critical-debugging-00002495,2
context_critical_contrast_id,critical-bandit-00002496,2
context_critical_contrast_id,critical-foraging-00002497,2
context_critical_contrast_id,critical-debugging-00002498,2
context_critical_contrast_id,critical-bandit-00002499,2
context_critical_contrast_id,critical-foraging-00002500,2
context_critical_contrast_id,critical-debugging-00002501,2
context_critical_contrast_id,critical-bandit-00002502,2
context_critical_contrast_id,critical-foraging-00002503,2
context_critical_contrast_id,critical-debugging-00002504,2
context_critical_contrast_id,critical-bandit-00002505,2
context_critical_contrast_id,critical-foraging-00002506,2
context_critical_contrast_id,critical-debugging-00002507,2
context_critical_contrast_id,critical-bandit-00002508,2
context_critical_contrast_id,critical-foraging-00002509,2
context_critical_contrast_id,critical-debugging-00002510,2
context_critical_contrast_id,critical-bandit-00002511,2
context_critical_contrast_id,critical-foraging-00002512,2
context_critical_contrast_id,critical-debugging-00002513,2
context_critical_contrast_id,critical-bandit-00002514,2
context_critical_contrast_id,critical-foraging-00002515,2
context_critical_contrast_id,critical-debugging-00002516,2
context_critical_contrast_id,critical-bandit-00002517,2
context_critical_contrast_id,critical-foraging-00002518,2
context_critical_contrast_id,critical-debugging-00002519,2
context_critical_contrast_id,critical-bandit-00002520,2
context_critical_contrast_id,critical-foraging-00002521,2
context_critical_contrast_id,critical-debugging-00002522,2
context_critical_contrast_id,critical-bandit-00002523,2
context_critical_contrast_id,critical-foraging-00002524,2
context_critical_contrast_id,critical-debugging-00002525,2
context_critical_contrast_id,critical-bandit-00002526,2
context_critical_contrast_id,critical-foraging-00002527,2
context_critical_contrast_id,critical-debugging-00002528,2
context_critical_contrast_id,critical-bandit-00002529,2
context_critical_contrast_id,critical-foraging-00002530,2
context_critical_contrast_id,critical-debugging-00002531,2
context_critical_contrast_id,critical-bandit-00002532,2
context_critical_contrast_id,critical-foraging-00002533,2
context_critical_contrast_id,critical-debugging-00002534,2
context_critical_contrast_id,critical-bandit-00002535,2
context_critical_contrast_id,critical-foraging-00002536,2
context_critical_contrast_id,critical-debugging-00002537,2
context_critical_contrast_id,critical-bandit-00002538,2
context_critical_contrast_id,critical-foraging-00002539,2
context_critical_contrast_id,critical-debugging-00002540,2
context_critical_contrast_id,critical-bandit-00002541,2
context_critical_contrast_id,critical-foraging-00002542,2
context_critical_contrast_id,critical-debugging-00002543,2
context_critical_contrast_id,critical-bandit-00002544,2
context_critical_contrast_id,critical-foraging-00002545,2
context_critical_contrast_id,critical-debugging-00002546,2
context_critical_contrast_id,critical-bandit-00002547,2
context_critical_contrast_id,critical-foraging-00002548,2
context_critical_contrast_id,critical-debugging-00002549,2
context_critical_contrast_id,critical-bandit-00002550,2
context_critical_contrast_id,critical-foraging-00002551,2
context_critical_contrast_id,critical-debugging-00002552,2
context_critical_contrast_id,critical-bandit-00002553,2
context_critical_contrast_id,critical-foraging-00002554,2
context_critical_contrast_id,critical-debugging-00002555,2
context_critical_contrast_id,critical-bandit-00002556,2
context_critical_contrast_id,critical-foraging-00002557,2
context_critical_contrast_id,critical-debugging-00002558,2
context_critical_contrast_id,critical-bandit-00002559,2
context_critical_contrast_id,critical-foraging-00002560,2
context_critical_contrast_id,critical-debugging-00002561,2
context_critical_contrast_id,critical-bandit-00002562,2
context_critical_contrast_id,critical-foraging-00002563,2
context_critical_contrast_id,critical-debugging-00002564,2
context_critical_contrast_id,critical-bandit-00002565,2
context_critical_contrast_id,critical-foraging-00002566,2
context_critical_contrast_id,critical-debugging-00002567,2
context_critical_contrast_id,critical-bandit-00002568,2
context_critical_contrast_id,critical-foraging-00002569,2
context_critical_contrast_id,critical-debugging-00002570,2
context_critical_contrast_id,critical-bandit-00002571,2
context_critical_contrast_id,critical-foraging-00002572,2
context_critical_contrast_id,critical-debugging-00002573,2
context_critical_contrast_id,critical-bandit-00002574,2
context_critical_contrast_id,critical-foraging-00002575,2
context_critical_contrast_id,critical-debugging-00002576,2
context_critical_contrast_id,critical-bandit-00002577,2
context_critical_contrast_id,critical-foraging-00002578,2
context_critical_contrast_id,critical-debugging-00002579,2
context_critical_contrast_id,critical-bandit-00002580,2
context_critical_contrast_id,critical-foraging-00002581,2
context_critical_contrast_id,critical-debugging-00002582,2
context_critical_contrast_id,critical-bandit-00002583,2
context_critical_contrast_id,critical-foraging-00002584,2
context_critical_contrast_id,critical-debugging-00002585,2
context_critical_contrast_id,critical-bandit-00002586,2
context_critical_contrast_id,critical-foraging-00002587,2
context_critical_contrast_id,critical-debugging-00002588,2
context_critical_contrast_id,critical-bandit-00002589,2
context_critical_contrast_id,critical-foraging-00002590,2
context_critical_contrast_id,critical-debugging-00002591,2
context_critical_contrast_id,critical-bandit-00002592,2
context_critical_contrast_id,critical-foraging-00002593,2
context_critical_contrast_id,critical-debugging-00002594,2
context_critical_contrast_id,critical-bandit-00002595,2
context_critical_contrast_id,critical-foraging-00002596,2
context_critical_contrast_id,critical-debugging-00002597,2
context_critical_contrast_id,critical-bandit-00002598,2
context_critical_contrast_id,critical-foraging-00002599,2
context_critical_contrast_id,critical-debugging-00002600,2
context_critical_contrast_id,critical-bandit-00002601,2
context_critical_contrast_id,critical-foraging-00002602,2
context_critical_contrast_id,critical-debugging-00002603,2
context_critical_contrast_id,critical-bandit-00002604,2
context_critical_contrast_id,critical-foraging-00002605,2
context_critical_contrast_id,critical-debugging-00002606,2
context_critical_contrast_id,critical-bandit-00002607,2
context_critical_contrast_id,critical-foraging-00002608,2
context_critical_contrast_id,critical-debugging-00002609,2
context_critical_contrast_id,critical-bandit-00002610,2
context_critical_contrast_id,critical-foraging-00002611,2
context_critical_contrast_id,critical-debugging-00002612,2
context_critical_contrast_id,critical-bandit-00002613,2
context_critical_contrast_id,critical-foraging-00002614,2
context_critical_contrast_id,critical-debugging-00002615,2
context_critical_contrast_id,critical-bandit-00002616,2
context_critical_contrast_id,critical-foraging-00002617,2
context_critical_contrast_id,critical-debugging-00002618,2
context_critical_contrast_id,critical-bandit-00002619,2
context_critical_contrast_id,critical-foraging-00002620,2
context_critical_contrast_id,critical-debugging-00002621,2
context_critical_contrast_id,critical-bandit-00002622,2
context_critical_contrast_id,critical-foraging-00002623,2
context_critical_contrast_id,critical-debugging-00002624,2
context_critical_contrast_id,critical-bandit-00002625,2
context_critical_contrast_id,critical-foraging-00002626,2
context_critical_contrast_id,critical-debugging-00002627,2
context_critical_contrast_id,critical-bandit-00002628,2
context_critical_contrast_id,critical-foraging-00002629,2
context_critical_contrast_id,critical-debugging-00002630,2
context_critical_contrast_id,critical-bandit-00002631,2
context_critical_contrast_id,critical-foraging-00002632,2
context_critical_contrast_id,critical-debugging-00002633,2
context_critical_contrast_id,critical-bandit-00002634,2
context_critical_contrast_id,critical-foraging-00002635,2
context_critical_contrast_id,critical-debugging-00002636,2
context_critical_contrast_id,critical-bandit-00002637,2
context_critical_contrast_id,critical-foraging-00002638,2
context_critical_contrast_id,critical-debugging-00002639,2
context_critical_contrast_id,critical-bandit-00002640,2
context_critical_contrast_id,critical-foraging-00002641,2
context_critical_contrast_id,critical-debugging-00002642,2
context_critical_contrast_id,critical-bandit-00002643,2
context_critical_contrast_id,critical-foraging-00002644,2
context_critical_contrast_id,critical-debugging-00002645,2
context_critical_contrast_id,critical-bandit-00002646,2
context_critical_contrast_id,critical-foraging-00002647,2
context_critical_contrast_id,critical-debugging-00002648,2
context_critical_contrast_id,critical-bandit-00002649,2
context_critical_contrast_id,critical-foraging-00002650,2
context_critical_contrast_id,critical-debugging-00002651,2
context_critical_contrast_id,critical-bandit-00002652,2
context_critical_contrast_id,critical-foraging-00002653,2
context_critical_contrast_id,critical-debugging-00002654,2
context_critical_contrast_id,critical-bandit-00002655,2
context_critical_contrast_id,critical-foraging-00002656,2
context_critical_contrast_id,critical-debugging-00002657,2
context_critical_contrast_id,critical-bandit-00002658,2
context_critical_contrast_id,critical-foraging-00002659,2
context_critical_contrast_id,critical-debugging-00002660,2
context_critical_contrast_id,critical-bandit-00002661,2
context_critical_contrast_id,critical-foraging-00002662,2
context_critical_contrast_id,critical-debugging-00002663,2
context_critical_contrast_id,critical-bandit-00002664,2
context_critical_contrast_id,critical-foraging-00002665,2
context_critical_contrast_id,critical-debugging-00002666,2
context_critical_contrast_id,critical-bandit-00002667,2
context_critical_contrast_id,critical-foraging-00002668,2
context_critical_contrast_id,critical-debugging-00002669,2
context_critical_contrast_id,critical-bandit-00002670,2
context_critical_contrast_id,critical-foraging-00002671,2
context_critical_contrast_id,critical-debugging-00002672,2
context_critical_contrast_id,critical-bandit-00002673,2
context_critical_contrast_id,critical-foraging-00002674,2
context_critical_contrast_id,critical-debugging-00002675,2
context_critical_contrast_id,critical-bandit-00002676,2
context_critical_contrast_id,critical-foraging-00002677,2
context_critical_contrast_id,critical-debugging-00002678,2
context_critical_contrast_id,critical-bandit-00002679,2
context_critical_contrast_id,critical-foraging-00002680,2
context_critical_contrast_id,critical-debugging-00002681,2
context_critical_contrast_id,critical-bandit-00002682,2
context_critical_contrast_id,critical-foraging-00002683,2
context_critical_contrast_id,critical-debugging-00002684,2
context_critical_contrast_id,critical-bandit-00002685,2
context_critical_contrast_id,critical-foraging-00002686,2
context_critical_contrast_id,critical-debugging-00002687,2
context_critical_contrast_id,critical-bandit-00002688,2
context_critical_contrast_id,critical-foraging-00002689,2
context_critical_contrast_id,critical-debugging-00002690,2
context_critical_contrast_id,critical-bandit-00002691,2
context_critical_contrast_id,critical-foraging-00002692,2
context_critical_contrast_id,critical-debugging-00002693,2
context_critical_contrast_id,critical-bandit-00002694,2
context_critical_contrast_id,critical-foraging-00002695,2
context_critical_contrast_id,critical-debugging-00002696,2
context_critical_contrast_id,critical-bandit-00002697,2
context_critical_contrast_id,critical-foraging-00002698,2
context_critical_contrast_id,critical-debugging-00002699,2
context_critical_contrast_id,critical-bandit-00002700,2
context_critical_contrast_id,critical-foraging-00002701,2
context_critical_contrast_id,critical-debugging-00002702,2
context_critical_contrast_id,critical-bandit-00002703,2
context_critical_contrast_id,critical-foraging-00002704,2
context_critical_contrast_id,critical-debugging-00002705,2
context_critical_contrast_id,critical-bandit-00002706,2
context_critical_contrast_id,critical-foraging-00002707,2
context_critical_contrast_id,critical-debugging-00002708,2
context_critical_contrast_id,critical-bandit-00002709,2
context_critical_contrast_id,critical-foraging-00002710,2
context_critical_contrast_id,critical-debugging-00002711,2
context_critical_contrast_id,critical-bandit-00002712,2
context_critical_contrast_id,critical-foraging-00002713,2
context_critical_contrast_id,critical-debugging-00002714,2
context_critical_contrast_id,critical-bandit-00002715,2
context_critical_contrast_id,critical-foraging-00002716,2
context_critical_contrast_id,critical-debugging-00002717,2
context_critical_contrast_id,critical-bandit-00002718,2
context_critical_contrast_id,critical-foraging-00002719,2
context_critical_contrast_id,critical-debugging-00002720,2
context_critical_contrast_id,critical-bandit-00002721,2
context_critical_contrast_id,critical-foraging-00002722,2
context_critical_contrast_id,critical-debugging-00002723,2
context_critical_contrast_id,critical-bandit-00002724,2
context_critical_contrast_id,critical-foraging-00002725,2
context_critical_contrast_id,critical-debugging-00002726,2
context_critical_contrast_id,critical-bandit-00002727,2
context_critical_contrast_id,critical-foraging-00002728,2
context_critical_contrast_id,critical-debugging-00002729,2
context_critical_contrast_id,critical-bandit-00002730,2
context_critical_contrast_id,critical-foraging-00002731,2
context_critical_contrast_id,critical-debugging-00002732,2
context_critical_contrast_id,critical-bandit-00002733,2
context_critical_contrast_id,critical-foraging-00002734,2
context_critical_contrast_id,critical-debugging-00002735,2
context_critical_contrast_id,critical-bandit-00002736,2
context_critical_contrast_id,critical-foraging-00002737,2
context_critical_contrast_id,critical-debugging-00002738,2
context_critical_contrast_id,critical-bandit-00002739,2
context_critical_contrast_id,critical-foraging-00002740,2
context_critical_contrast_id,critical-debugging-00002741,2
context_critical_contrast_id,critical-bandit-00002742,2
context_critical_contrast_id,critical-foraging-00002743,2
context_critical_contrast_id,critical-debugging-00002744,2
context_critical_contrast_id,critical-bandit-00002745,2
context_critical_contrast_id,critical-foraging-00002746,2
context_critical_contrast_id,critical-debugging-00002747,2
context_critical_contrast_id,critical-bandit-00002748,2
context_critical_contrast_id,critical-foraging-00002749,2
context_critical_contrast_id,critical-debugging-00002750,2
context_critical_contrast_id,critical-bandit-00002751,2
context_critical_contrast_id,critical-foraging-00002752,2
context_critical_contrast_id,critical-debugging-00002753,2
context_critical_contrast_id,critical-bandit-00002754,2
context_critical_contrast_id,critical-foraging-00002755,2
context_critical_contrast_id,critical-debugging-00002756,2
context_critical_contrast_id,critical-bandit-00002757,2
context_critical_contrast_id,critical-foraging-00002758,2
context_critical_contrast_id,critical-debugging-00002759,2
context_critical_contrast_id,critical-bandit-00002760,2
