intervention_type,pair_index,base_persistence_logit,intervened_persistence_logit,predicted_counterfactual_effect,intervention_norm
random_006,99,0.25,0.25,-0.4323227576388122,1.5179388523101807
random_006,100,-1.25,-1.25,0.17801525314539335,1.2168383598327637
random_006,101,-1.25,-1.125,0.43232275763881245,1.2643401622772217
random_006,102,-0.75,-0.625,-0.17801525314539313,0.3358285427093506
random_006,103,-0.75,-0.625,-0.43232275763881134,0.669414758682251
random_006,104,0.25,0.375,0.14023852014768762,1.497581958770752
random_006,105,0.25,0.25,0.34057926321581283,1.8997981548309326
random_006,106,1.75,2.0,-0.14023852014768745,0.3697001039981842
random_006,107,1.75,2.0,-0.3405792632158128,0.9660927057266235
random_006,108,-1.0,-0.875,0.14023852014768756,0.9359152317047119
random_006,109,-1.0,-0.875,0.34057926321581256,1.108139157295227
random_006,110,-0.375,-0.375,-0.1402385201476874,0.453865110874176
random_006,111,-0.375,-0.375,-0.34057926321581256,0.777306854724884
random_006,112,-1.375,-1.375,0.14912846997276505,0.934767484664917
random_006,113,-1.375,-1.25,0.3621691413624293,1.2276402711868286
random_006,114,-0.375,-0.375,-0.1491284699727653,0.4425077736377716
random_006,115,-0.375,-0.375,-0.36216914136242995,1.0507392883300781
random_006,116,-1.5,-1.375,0.1491284699727653,1.058351993560791
random_006,117,-1.5,-1.5,0.3621691413624295,1.3195476531982422
random_006,118,-0.75,-0.75,-0.14912846997276535,0.7470374703407288
random_006,119,-0.75,-0.625,-0.36216914136242956,0.9770416617393494
random_006,120,-2.125,-2.125,0.02464256608969073,0.4865812361240387
random_006,121,-2.125,-2.125,0.059846231932105365,0.44310420751571655
random_006,122,-2.625,-2.625,-0.02464256608969073,0.2983478605747223
random_006,123,-2.625,-2.625,-0.059846231932105365,0.37258365750312805
random_006,124,-2.25,-2.25,0.024642566089689844,0.42822667956352234
random_006,125,-2.25,-2.25,0.05984623193210492,0.4193187654018402
random_006,126,-2.875,-2.875,-0.024642566089690288,0.29503101110458374
random_006,127,-2.875,-2.875,-0.059846231932105365,0.3170640468597412
random_006,128,-1.375,-1.375,0.26723475457825785,1.8212769031524658
random_006,129,-1.375,-1.375,0.6489986896900544,2.987637758255005
random_006,130,0.625,0.625,-0.2672347545782577,1.5642675161361694
random_006,131,0.625,0.625,-0.6489986896900545,1.5445717573165894
random_006,132,-1.25,-1.25,0.26723475457825774,1.6790790557861328
random_006,133,-1.25,-1.25,0.6489986896900543,2.7260167598724365
random_006,134,0.25,0.125,-0.26723475457825785,0.44297707080841064
random_006,135,0.25,0.25,-0.6489986896900549,0.7578653693199158
random_006,136,-0.75,-0.75,0.1431760544952596,1.1595877408981323
random_006,137,-0.75,-0.75,0.3477132752027734,1.203830599784851
random_006,138,0.125,0.125,-0.1431760544952596,0.5430322885513306
random_006,139,0.125,0.0,-0.3477132752027735,0.7939557433128357
random_006,140,-2.0,-2.0,0.14317605449525983,0.8628136515617371
random_006,141,-2.0,-2.125,0.3477132752027736,1.1449801921844482
random_006,142,-1.625,-1.5,-0.14317605449525983,0.20968756079673767
random_006,143,-1.625,-1.5,-0.34771327520277384,0.5601792931556702
random_007,0,-1.75,-1.5,1.3094168410480993,3.93809175491333
random_007,1,-1.0,-1.0,1.3094168410480995,3.775437831878662
random_007,3,-2.125,-2.125,0.013290635703760323,0.5496736764907837
random_007,4,-2.25,-2.25,0.013290635703760323,0.3692997694015503
random_007,5,-2.75,-2.5,1.3094168410480993,3.1225833892822266
random_007,6,-2.375,-2.375,1.3094168410481,3.227043390274048
random_007,9,-0.5,-0.375,0.8883198576271205,2.7985384464263916
random_007,10,-0.625,-0.625,0.8883198576271207,1.944139003753662
random_007,11,0.25,0.25,0.9804759762237005,2.638678550720215
random_007,12,-0.375,-0.375,1.3094168410480997,3.8702893257141113
random_007,13,-0.375,-0.375,1.3094168410480997,3.3194313049316406
random_007,14,-1.125,-1.125,0.8883198576271205,2.928974151611328
random_007,15,-1.375,-1.25,0.8708011878799057,2.6524393558502197
random_007,16,-1.25,-1.25,0.9804759762236996,1.9127824306488037
random_007,17,-1.0,-0.75,0.9804759762236998,2.1882455348968506
random_007,19,-1.125,-1.125,1.5157280863495735,3.0395660400390625
random_007,20,-0.75,-0.625,1.515728086349574,3.0527241230010986
random_007,21,-1.75,-2.0,0.9804759762237003,1.9599981307983398
random_007,24,-1.5,-1.5,0.8708011878799056,2.241446018218994
random_007,25,-0.75,-0.625,0.8708011878799056,2.209959030151367
random_007,26,-2.0,-2.0,0.7135848250407804,1.6767113208770752
random_007,27,-2.375,-2.375,0.013290635703760767,0.20243844389915466
random_007,28,-1.375,-1.5,0.8883198576271203,2.428819179534912
random_007,29,-1.25,-1.125,0.8883198576271201,1.8855116367340088
random_007,30,-0.625,-0.5,0.9804759762236999,2.750946521759033
random_007,31,-1.25,-1.125,0.013290635703761655,0.5493038296699524
random_007,32,-0.75,-0.75,0.7135848250407786,2.0330846309661865
random_007,33,-1.875,-1.875,0.013290635703760323,1.491681694984436
random_007,34,-0.5,-0.5,0.8708011878799052,2.2024142742156982
random_007,35,-0.25,-0.125,1.3094168410480995,3.1938226222991943
random_007,36,-0.25,-0.25,1.3094168410480995,3.0337297916412354
random_007,37,-1.75,-1.75,0.8883198576271212,1.8716164827346802
random_007,38,-1.5,-1.625,0.8708011878799056,2.4557721614837646
random_007,39,-1.375,-1.375,1.515728086349574,3.6935067176818848
random_007,40,-1.25,-1.25,1.515728086349574,3.3429994583129883
random_007,41,-0.875,-0.875,0.7135848250407786,2.15895938873291
random_007,42,-1.125,-0.875,0.7135848250407784,1.7020483016967773
random_007,50,-1.75,-1.5,1.3094168410480997,3.2493648529052734
random_007,51,-1.75,-2.0,1.3094168410480997,3.3122434616088867
random_007,52,-2.0,-1.875,0.8708011878799056,2.111821413040161
random_007,53,-1.25,-1.25,0.8708011878799058,1.9574034214019775
random_007,54,-1.5,-1.625,0.7135848250407786,2.0115139484405518
random_007,55,-3.375,-3.375,0.8883198576271205,1.7072621583938599
random_007,56,-0.875,-0.75,1.5157280863495735,3.2704641819000244
random_007,57,-0.5,-0.375,1.515728086349574,3.1990115642547607
random_007,58,-1.5,-1.375,0.8883198576271205,2.537368059158325
random_007,59,-1.5,-1.5,0.8883198576271204,1.8497921228408813
random_007,60,-0.625,-0.625,0.8708011878799052,3.3275835514068604
random_007,61,-1.5,-1.5,1.515728086349574,4.504596710205078
random_007,62,-1.5,-1.375,1.5157280863495737,3.9180519580841064
random_007,63,-0.625,-0.625,0.9804759762236996,2.615112781524658
random_007,65,-0.625,-0.375,1.3094168410480995,3.334796905517578
random_007,66,0.0,0.125,0.8708011878799052,2.65802001953125
random_007,67,0.375,0.375,0.870801187879905,2.1674444675445557
random_007,68,-3.125,-2.875,0.8883198576271201,2.2235195636749268
random_007,72,-0.75,-0.75,0.8883198576271205,2.828559398651123
random_007,73,-0.5,-0.5,0.8883198576271203,1.8728832006454468
random_007,76,-1.25,-1.125,0.8708011878799052,2.113715887069702
random_007,77,-0.875,-0.75,0.8708011878799053,1.6776435375213623
random_007,80,-1.0,-0.875,0.7135848250407784,1.4603277444839478
random_007,81,-1.125,-1.125,0.013290635703760767,0.5313164591789246
random_007,83,0.5,0.5,1.3094168410480997,2.8535656929016113
random_007,85,-2.5,-2.25,1.5157280863495735,3.625762701034546
random_007,86,-2.0,-2.0,1.5157280863495735,4.003920555114746
random_007,88,-1.75,-1.625,0.18253894767374312,2.124368906021118
random_007,89,-1.75,-1.5,0.443308872921948,2.7764742374420166
random_007,90,-0.375,-0.375,-0.18253894767374318,0.4745669364929199
random_007,91,-0.375,-0.375,-0.4433088729219476,1.3717676401138306
random_007,92,-1.0,-1.125,0.18253894767374312,2.0273566246032715
random_007,93,-1.0,-1.0,0.44330887292194787,2.6913514137268066
random_007,94,0.25,0.125,-0.1825389476737433,0.37276920676231384
random_007,95,0.25,0.0,-0.44330887292194765,1.339715600013733
random_007,96,-1.125,-1.125,0.17801525314539324,1.5294132232666016
random_007,97,-1.125,-1.125,0.4323227576388121,1.8348809480667114
random_007,98,0.25,0.375,-0.17801525314539313,1.0306196212768555
random_007,99,0.25,0.375,-0.4323227576388122,1.5120888948440552
random_007,100,-1.25,-1.125,0.17801525314539335,1.2125927209854126
random_007,101,-1.25,-1.25,0.43232275763881245,1.2609750032424927
random_007,102,-0.75,-0.75,-0.17801525314539313,0.32276391983032227
random_007,103,-0.75,-0.625,-0.43232275763881134,0.662598729133606
random_007,104,0.25,0.25,0.14023852014768762,1.5047211647033691
random_007,105,0.25,0.25,0.34057926321581283,1.8846733570098877
random_007,106,1.75,1.875,-0.14023852014768745,0.3717764616012573
random_007,107,1.75,1.875,-0.3405792632158128,0.969179093837738
random_007,108,-1.0,-0.875,0.14023852014768756,0.940851092338562
random_007,109,-1.0,-1.0,0.34057926321581256,1.0883971452713013
random_007,110,-0.375,-0.375,-0.1402385201476874,0.44887667894363403
random_007,111,-0.375,-0.375,-0.34057926321581256,0.7606458067893982
random_007,112,-1.375,-1.25,0.14912846997276505,0.9508029818534851
random_007,113,-1.375,-1.25,0.3621691413624293,1.2312966585159302
random_007,114,-0.375,-0.375,-0.1491284699727653,0.4466228187084198
random_007,115,-0.375,-0.375,-0.36216914136242995,1.0516949892044067
random_007,116,-1.5,-1.5,0.1491284699727653,1.0580977201461792
random_007,117,-1.5,-1.5,0.3621691413624295,1.3022972345352173
random_007,118,-0.75,-0.75,-0.14912846997276535,0.7387217879295349
random_007,119,-0.75,-0.75,-0.36216914136242956,0.993989109992981
random_007,120,-2.125,-2.125,0.02464256608969073,0.4724366068840027
random_007,121,-2.125,-2.125,0.059846231932105365,0.4234820306301117
random_007,122,-2.625,-2.75,-0.02464256608969073,0.2968883812427521
random_007,123,-2.625,-2.75,-0.059846231932105365,0.371858149766922
random_007,124,-2.25,-2.25,0.024642566089689844,0.43471992015838623
random_007,125,-2.25,-2.25,0.05984623193210492,0.4098782539367676
random_007,126,-2.875,-2.875,-0.024642566089690288,0.2877213954925537
random_007,127,-2.875,-2.875,-0.059846231932105365,0.32466116547584534
random_007,128,-1.375,-1.25,0.26723475457825785,1.806182622909546
random_007,129,-1.375,-1.25,0.6489986896900544,3.004781484603882
random_007,130,0.625,0.625,-0.2672347545782577,1.5714020729064941
random_007,131,0.625,0.625,-0.6489986896900545,1.5390610694885254
random_007,132,-1.25,-1.25,0.26723475457825774,1.686895728111267
random_007,133,-1.25,-1.25,0.6489986896900543,2.71293306350708
random_007,134,0.25,0.25,-0.26723475457825785,0.44088485836982727
random_007,135,0.25,0.25,-0.6489986896900549,0.7556631565093994
random_007,136,-0.75,-0.75,0.1431760544952596,1.1542847156524658
random_007,137,-0.75,-0.875,0.3477132752027734,1.2249869108200073
random_007,138,0.125,0.0,-0.1431760544952596,0.5425451993942261
random_007,139,0.125,0.0,-0.3477132752027735,0.8069207668304443
random_007,140,-2.0,-2.0,0.14317605449525983,0.8511307239532471
random_007,141,-2.0,-2.0,0.3477132752027736,1.1328896284103394
random_007,142,-1.625,-1.625,-0.14317605449525983,0.20264285802841187
random_007,143,-1.625,-1.625,-0.34771327520277384,0.568063497543335
random_008,0,-1.75,-1.875,1.3094168410480993,3.943315267562866
random_008,1,-1.0,-1.0,1.3094168410480995,3.778454542160034
random_008,3,-2.125,-2.125,0.013290635703760323,0.54708331823349
random_008,4,-2.25,-2.25,0.013290635703760323,0.3863365948200226
random_008,5,-2.75,-2.75,1.3094168410480993,3.1201255321502686
random_008,6,-2.375,-2.25,1.3094168410481,3.222198963165283
random_008,9,-0.5,-0.375,0.8883198576271205,2.80465030670166
random_008,10,-0.625,-0.625,0.8883198576271207,1.9677767753601074
random_008,11,0.25,0.375,0.9804759762237005,2.642979621887207
random_008,12,-0.375,-0.375,1.3094168410480997,3.8505139350891113
random_008,13,-0.375,-0.375,1.3094168410480997,3.304117202758789
random_008,14,-1.125,-1.0,0.8883198576271205,2.907254219055176
random_008,15,-1.375,-1.25,0.8708011878799057,2.6702358722686768
random_008,16,-1.25,-1.125,0.9804759762236996,1.9259663820266724
random_008,17,-1.0,-0.875,0.9804759762236998,2.1896350383758545
random_008,19,-1.125,-1.125,1.5157280863495735,3.0536818504333496
random_008,20,-0.75,-0.75,1.515728086349574,3.0692758560180664
random_008,21,-1.75,-1.875,0.9804759762237003,1.9605401754379272
random_008,24,-1.5,-1.5,0.8708011878799056,2.2431583404541016
random_008,25,-0.75,-0.75,0.8708011878799056,2.2194883823394775
random_008,26,-2.0,-2.0,0.7135848250407804,1.6859173774719238
random_008,27,-2.375,-2.375,0.013290635703760767,0.20085377991199493
random_008,28,-1.375,-1.5,0.8883198576271203,2.4178953170776367
random_008,29,-1.25,-1.25,0.8883198576271201,1.8748635053634644
random_008,30,-0.625,-0.375,0.9804759762236999,2.742943525314331
random_008,31,-1.25,-1.25,0.013290635703761655,0.5518307089805603
random_008,32,-0.75,-0.75,0.7135848250407786,2.014666795730591
random_008,33,-1.875,-2.0,0.013290635703760323,1.4681854248046875
random_008,34,-0.5,-0.5,0.8708011878799052,2.216533660888672
random_008,35,-0.25,-0.125,1.3094168410480995,3.2007012367248535
random_008,36,-0.25,-0.125,1.3094168410480995,3.0311851501464844
random_008,37,-1.75,-1.75,0.8883198576271212,1.8763264417648315
random_008,38,-1.5,-1.375,0.8708011878799056,2.453735113143921
random_008,39,-1.375,-1.375,1.515728086349574,3.698570728302002
random_008,40,-1.25,-1.25,1.515728086349574,3.3623108863830566
random_008,41,-0.875,-0.875,0.7135848250407786,2.1675875186920166
random_008,42,-1.125,-1.125,0.7135848250407784,1.7035484313964844
random_008,50,-1.75,-1.75,1.3094168410480997,3.2356467247009277
random_008,51,-1.75,-1.625,1.3094168410480997,3.29557204246521
random_008,52,-2.0,-2.0,0.8708011878799056,2.116710901260376
random_008,53,-1.25,-1.25,0.8708011878799058,1.9504663944244385
random_008,54,-1.5,-1.625,0.7135848250407786,2.0129997730255127
random_008,55,-3.375,-3.375,0.8883198576271205,1.7137881517410278
random_008,56,-0.875,-0.75,1.5157280863495735,3.2725157737731934
random_008,57,-0.5,-0.5,1.515728086349574,3.190779209136963
random_008,58,-1.5,-1.5,0.8883198576271205,2.527438163757324
random_008,59,-1.5,-1.5,0.8883198576271204,1.8519607782363892
random_008,60,-0.625,-0.625,0.8708011878799052,3.3376777172088623
random_008,61,-1.5,-1.375,1.515728086349574,4.479930877685547
random_008,62,-1.5,-1.375,1.5157280863495737,3.9328267574310303
random_008,63,-0.625,-0.625,0.9804759762236996,2.5904483795166016
random_008,65,-0.625,-0.625,1.3094168410480995,3.348463296890259
random_008,66,0.0,0.0,0.8708011878799052,2.6725974082946777
random_008,67,0.375,0.375,0.870801187879905,2.1520867347717285
random_008,68,-3.125,-3.125,0.8883198576271201,2.2121872901916504
random_008,72,-0.75,-0.625,0.8883198576271205,2.804697275161743
random_008,73,-0.5,-0.5,0.8883198576271203,1.8837261199951172
random_008,76,-1.25,-1.25,0.8708011878799052,2.107583522796631
random_008,77,-0.875,-0.75,0.8708011878799053,1.6701492071151733
random_008,80,-1.0,-0.875,0.7135848250407784,1.4703326225280762
random_008,81,-1.125,-1.125,0.013290635703760767,0.5496628284454346
random_008,83,0.5,0.5,1.3094168410480997,2.862698554992676
random_008,85,-2.5,-2.375,1.5157280863495735,3.641148567199707
random_008,86,-2.0,-2.0,1.5157280863495735,3.9893851280212402
random_008,88,-1.75,-1.75,0.18253894767374312,2.112417221069336
random_008,89,-1.75,-1.75,0.443308872921948,2.7516355514526367
random_008,90,-0.375,-0.5,-0.18253894767374318,0.4693728983402252
random_008,91,-0.375,-0.5,-0.4433088729219476,1.3729430437088013
random_008,92,-1.0,-1.0,0.18253894767374312,2.0309839248657227
random_008,93,-1.0,-1.0,0.44330887292194787,2.705029249191284
random_008,94,0.25,0.25,-0.1825389476737433,0.36272746324539185
random_008,95,0.25,0.125,-0.44330887292194765,1.3489868640899658
random_008,96,-1.125,-1.125,0.17801525314539324,1.5186188220977783
random_008,97,-1.125,-1.125,0.4323227576388121,1.8230558633804321
random_008,98,0.25,0.25,-0.17801525314539313,1.0565499067306519
random_008,99,0.25,0.25,-0.4323227576388122,1.5234524011611938
random_008,100,-1.25,-1.125,0.17801525314539335,1.2273857593536377
random_008,101,-1.25,-1.25,0.43232275763881245,1.2807426452636719
random_008,102,-0.75,-0.625,-0.17801525314539313,0.3233301639556885
random_008,103,-0.75,-0.625,-0.43232275763881134,0.6615304350852966
random_008,104,0.25,0.25,0.14023852014768762,1.5003128051757812
random_008,105,0.25,0.375,0.34057926321581283,1.8806275129318237
random_008,106,1.75,1.75,-0.14023852014768745,0.3802848160266876
random_008,107,1.75,1.875,-0.3405792632158128,0.9806614518165588
random_008,108,-1.0,-0.875,0.14023852014768756,0.9536727666854858
random_008,109,-1.0,-0.875,0.34057926321581256,1.1017118692398071
random_008,110,-0.375,-0.375,-0.1402385201476874,0.4684390425682068
random_008,111,-0.375,-0.375,-0.34057926321581256,0.7602651715278625
random_008,112,-1.375,-1.375,0.14912846997276505,0.9438514113426208
random_008,113,-1.375,-1.375,0.3621691413624293,1.2341820001602173
random_008,114,-0.375,-0.375,-0.1491284699727653,0.45690515637397766
random_008,115,-0.375,-0.375,-0.36216914136242995,1.059810757637024
random_008,116,-1.5,-1.375,0.1491284699727653,1.077357530593872
random_008,117,-1.5,-1.375,0.3621691413624295,1.3241647481918335
random_008,118,-0.75,-0.75,-0.14912846997276535,0.7390867471694946
random_008,119,-0.75,-0.75,-0.36216914136242956,0.9921114444732666
random_008,120,-2.125,-2.125,0.02464256608969073,0.5031186938285828
random_008,121,-2.125,-2.125,0.059846231932105365,0.4417445659637451
random_008,122,-2.625,-2.75,-0.02464256608969073,0.2998649775981903
random_008,123,-2.625,-2.625,-0.059846231932105365,0.3606349527835846
random_008,124,-2.25,-2.25,0.024642566089689844,0.44652870297431946
random_008,125,-2.25,-2.25,0.05984623193210492,0.41888993978500366
random_008,126,-2.875,-2.875,-0.024642566089690288,0.2974362373352051
random_008,127,-2.875,-2.875,-0.059846231932105365,0.30531761050224304
random_008,128,-1.375,-1.5,0.26723475457825785,1.8039977550506592
random_008,129,-1.375,-1.5,0.6489986896900544,2.9774842262268066
random_008,130,0.625,0.625,-0.2672347545782577,1.5806478261947632
random_008,131,0.625,0.625,-0.6489986896900545,1.5553579330444336
random_008,132,-1.25,-1.25,0.26723475457825774,1.6943988800048828
random_008,133,-1.25,-1.25,0.6489986896900543,2.7128002643585205
random_008,134,0.25,0.25,-0.26723475457825785,0.461126446723938
random_008,135,0.25,0.25,-0.6489986896900549,0.7564102411270142
random_008,136,-0.75,-0.625,0.1431760544952596,1.1499162912368774
random_008,137,-0.75,-0.75,0.3477132752027734,1.220259189605713
random_008,138,0.125,0.0,-0.1431760544952596,0.5432182550430298
random_008,139,0.125,0.0,-0.3477132752027735,0.7929189205169678
random_008,140,-2.0,-2.0,0.14317605449525983,0.8377423882484436
random_008,141,-2.0,-2.0,0.3477132752027736,1.1467432975769043
random_008,142,-1.625,-1.5,-0.14317605449525983,0.18705888092517853
random_008,143,-1.625,-1.5,-0.34771327520277384,0.5795755982398987
random_009,0,-1.75,-1.75,1.3094168410480993,3.939403772354126
random_009,1,-1.0,-1.125,1.3094168410480995,3.7909605503082275
random_009,3,-2.125,-2.125,0.013290635703760323,0.5388330817222595
random_009,4,-2.25,-2.125,0.013290635703760323,0.3934604823589325
random_009,5,-2.75,-2.75,1.3094168410480993,3.1082944869995117
random_009,6,-2.375,-2.375,1.3094168410481,3.2288334369659424
random_009,9,-0.5,-0.5,0.8883198576271205,2.808590888977051
random_009,10,-0.625,-0.625,0.8883198576271207,1.9793790578842163
random_009,11,0.25,0.25,0.9804759762237005,2.636793375015259
random_009,12,-0.375,-0.5,1.3094168410480997,3.8766908645629883
random_009,13,-0.375,-0.375,1.3094168410480997,3.3069231510162354
random_009,14,-1.125,-1.125,0.8883198576271205,2.911543369293213
random_009,15,-1.375,-1.375,0.8708011878799057,2.669933795928955
random_009,16,-1.25,-1.125,0.9804759762236996,1.9129905700683594
random_009,17,-1.0,-0.875,0.9804759762236998,2.1855714321136475
random_009,19,-1.125,-1.125,1.5157280863495735,3.057182550430298
random_009,20,-0.75,-0.75,1.515728086349574,3.0620603561401367
random_009,21,-1.75,-2.0,0.9804759762237003,1.968865990638733
random_009,24,-1.5,-1.625,0.8708011878799056,2.2501401901245117
random_009,25,-0.75,-0.75,0.8708011878799056,2.2159059047698975
random_009,26,-2.0,-2.125,0.7135848250407804,1.6750500202178955
random_009,27,-2.375,-2.375,0.013290635703760767,0.20488503575325012
random_009,28,-1.375,-1.375,0.8883198576271203,2.4204821586608887
random_009,29,-1.25,-1.25,0.8883198576271201,1.8721976280212402
random_009,30,-0.625,-0.625,0.9804759762236999,2.7545037269592285
random_009,31,-1.25,-1.125,0.013290635703761655,0.5555278658866882
random_009,32,-0.75,-0.75,0.7135848250407786,2.005463123321533
random_009,33,-1.875,-1.875,0.013290635703760323,1.4842329025268555
random_009,34,-0.5,-0.5,0.8708011878799052,2.21616792678833
random_009,35,-0.25,-0.25,1.3094168410480995,3.196462631225586
random_009,36,-0.25,-0.25,1.3094168410480995,3.027165651321411
random_009,37,-1.75,-1.625,0.8883198576271212,1.8664683103561401
random_009,38,-1.5,-1.5,0.8708011878799056,2.471895694732666
random_009,39,-1.375,-1.375,1.515728086349574,3.694896936416626
random_009,40,-1.25,-1.25,1.515728086349574,3.339388132095337
random_009,41,-0.875,-0.75,0.7135848250407786,2.1766445636749268
random_009,42,-1.125,-1.125,0.7135848250407784,1.6936054229736328
random_009,50,-1.75,-2.0,1.3094168410480997,3.2405591011047363
random_009,51,-1.75,-1.625,1.3094168410480997,3.2947137355804443
random_009,52,-2.0,-2.0,0.8708011878799056,2.114614248275757
random_009,53,-1.25,-1.375,0.8708011878799058,1.9547967910766602
random_009,54,-1.5,-1.5,0.7135848250407786,2.0090725421905518
random_009,55,-3.375,-3.375,0.8883198576271205,1.6990602016448975
random_009,56,-0.875,-0.875,1.5157280863495735,3.2674777507781982
random_009,57,-0.5,-0.625,1.515728086349574,3.2131459712982178
random_009,58,-1.5,-1.375,0.8883198576271205,2.520594358444214
random_009,59,-1.5,-1.5,0.8883198576271204,1.8278414011001587
random_009,60,-0.625,-0.75,0.8708011878799052,3.337921380996704
random_009,61,-1.5,-1.625,1.515728086349574,4.485591411590576
random_009,62,-1.5,-1.375,1.5157280863495737,3.9190642833709717
random_009,63,-0.625,-0.625,0.9804759762236996,2.6211442947387695
random_009,65,-0.625,-0.625,1.3094168410480995,3.3466670513153076
random_009,66,0.0,0.0,0.8708011878799052,2.6852595806121826
random_009,67,0.375,0.375,0.870801187879905,2.1545474529266357
random_009,68,-3.125,-3.125,0.8883198576271201,2.2222156524658203
random_009,72,-0.75,-0.875,0.8883198576271205,2.8039355278015137
random_009,73,-0.5,-0.625,0.8883198576271203,1.8714663982391357
random_009,76,-1.25,-1.375,0.8708011878799052,2.115697145462036
random_009,77,-0.875,-0.75,0.8708011878799053,1.6681104898452759
random_009,80,-1.0,-0.875,0.7135848250407784,1.473696231842041
random_009,81,-1.125,-1.125,0.013290635703760767,0.539321780204773
random_009,83,0.5,0.625,1.3094168410480997,2.833482027053833
random_009,85,-2.5,-2.375,1.5157280863495735,3.6497068405151367
random_009,86,-2.0,-1.875,1.5157280863495735,4.033745765686035
random_009,88,-1.75,-1.625,0.18253894767374312,2.115671157836914
random_009,89,-1.75,-1.75,0.443308872921948,2.766906261444092
random_009,90,-0.375,-0.375,-0.18253894767374318,0.4785206615924835
random_009,91,-0.375,-0.375,-0.4433088729219476,1.3740614652633667
random_009,92,-1.0,-1.125,0.18253894767374312,2.017252206802368
random_009,93,-1.0,-1.125,0.44330887292194787,2.6995506286621094
random_009,94,0.25,0.125,-0.1825389476737433,0.3872259557247162
random_009,95,0.25,0.125,-0.44330887292194765,1.3413430452346802
random_009,96,-1.125,-1.0,0.17801525314539324,1.5311057567596436
random_009,97,-1.125,-1.125,0.4323227576388121,1.8136155605316162
random_009,98,0.25,0.25,-0.17801525314539313,1.0390827655792236
random_009,99,0.25,0.375,-0.4323227576388122,1.5110843181610107
random_009,100,-1.25,-1.25,0.17801525314539335,1.2168320417404175
random_009,101,-1.25,-1.25,0.43232275763881245,1.2634661197662354
random_009,102,-0.75,-0.625,-0.17801525314539313,0.32140490412712097
random_009,103,-0.75,-0.625,-0.43232275763881134,0.6617481708526611
random_009,104,0.25,0.25,0.14023852014768762,1.5060564279556274
random_009,105,0.25,0.375,0.34057926321581283,1.8908382654190063
random_009,106,1.75,1.875,-0.14023852014768745,0.3644297122955322
random_009,107,1.75,1.875,-0.3405792632158128,0.9704486131668091
random_009,108,-1.0,-0.875,0.14023852014768756,0.950361967086792
random_009,109,-1.0,-0.875,0.34057926321581256,1.087332844734192
random_009,110,-0.375,-0.375,-0.1402385201476874,0.4732826054096222
random_009,111,-0.375,-0.375,-0.34057926321581256,0.7426744699478149
random_009,112,-1.375,-1.375,0.14912846997276505,0.942668616771698
random_009,113,-1.375,-1.375,0.3621691413624293,1.238384485244751
random_009,114,-0.375,-0.375,-0.1491284699727653,0.442920058965683
random_009,115,-0.375,-0.5,-0.36216914136242995,1.058172583580017
random_009,116,-1.5,-1.375,0.1491284699727653,1.073562502861023
random_009,117,-1.5,-1.375,0.3621691413624295,1.3194578886032104
random_009,118,-0.75,-0.75,-0.14912846997276535,0.7407493591308594
random_009,119,-0.75,-0.75,-0.36216914136242956,0.9894446134567261
random_009,120,-2.125,-2.125,0.02464256608969073,0.4899286925792694
random_009,121,-2.125,-2.125,0.059846231932105365,0.44221484661102295
random_009,122,-2.625,-2.625,-0.02464256608969073,0.2988371253013611
random_009,123,-2.625,-2.75,-0.059846231932105365,0.37039369344711304
random_009,124,-2.25,-2.25,0.024642566089689844,0.43695640563964844
random_009,125,-2.25,-2.25,0.05984623193210492,0.41125357151031494
random_009,126,-2.875,-2.875,-0.024642566089690288,0.29479923844337463
random_009,127,-2.875,-2.875,-0.059846231932105365,0.2930797040462494
random_009,128,-1.375,-1.375,0.26723475457825785,1.8157808780670166
random_009,129,-1.375,-1.375,0.6489986896900544,2.9901108741760254
random_009,130,0.625,0.625,-0.2672347545782577,1.5860399007797241
random_009,131,0.625,0.625,-0.6489986896900545,1.5372087955474854
random_009,132,-1.25,-1.25,0.26723475457825774,1.6915740966796875
random_009,133,-1.25,-1.375,0.6489986896900543,2.7122480869293213
random_009,134,0.25,0.25,-0.26723475457825785,0.43326741456985474
random_009,135,0.25,0.25,-0.6489986896900549,0.7615184187889099
random_009,136,-0.75,-0.875,0.1431760544952596,1.1532694101333618
random_009,137,-0.75,-0.75,0.3477132752027734,1.2186070680618286
random_009,138,0.125,0.125,-0.1431760544952596,0.5356734991073608
random_009,139,0.125,0.0,-0.3477132752027735,0.7895281910896301
random_009,140,-2.0,-2.125,0.14317605449525983,0.8399472832679749
random_009,141,-2.0,-2.0,0.3477132752027736,1.126399278640747
random_009,142,-1.625,-1.625,-0.14317605449525983,0.2042558640241623
random_009,143,-1.625,-1.625,-0.34771327520277384,0.572303831577301
random_010,0,-1.75,-1.75,1.3094168410480993,3.961404800415039
random_010,1,-1.0,-1.125,1.3094168410480995,3.763364553451538
random_010,3,-2.125,-2.25,0.013290635703760323,0.5381383299827576
random_010,4,-2.25,-2.25,0.013290635703760323,0.3912207782268524
random_010,5,-2.75,-2.75,1.3094168410480993,3.1175053119659424
random_010,6,-2.375,-2.375,1.3094168410481,3.2090189456939697
random_010,9,-0.5,-0.5,0.8883198576271205,2.8001363277435303
random_010,10,-0.625,-0.5,0.8883198576271207,1.9490922689437866
random_010,11,0.25,0.25,0.9804759762237005,2.6386234760284424
