pair_id,contrast_id,target_variable,counterfactual_subtype,scientific_role,base_condition_id,source_condition_id,task_family,response_mapping,pair_split,base_variable,source_variable,variable_delta,source_base_semantically_matched,behavioral_validation_row,background,pattern,natural_effect,original_prediction,global_prediction,task_prediction,wording
cf:outcome_history:fresh_contexts:bandit:bg2:pattern0:outcome_history:continue_y,fresh_contexts:bandit:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:bandit:bg2:pattern0:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,1.0,0.1825389476737434,0.2297043256595819,0.2591554085966194,rephrased
cf:outcome_history:fresh_contexts:bandit:bg2:pattern1:outcome_history:continue_x,fresh_contexts:bandit:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:bandit:bg2:pattern1:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.375,-0.3997602954054979,-0.5030524731944842,-0.5675503448265963,rephrased
cf:outcome_history:fresh_contexts:bandit:bg2:pattern1:outcome_history:continue_y,fresh_contexts:bandit:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:bandit:bg2:pattern1:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.75,-0.3997602954054977,-0.503052473194484,-0.5675503448265959,rephrased
cf:outcome_history:fresh_contexts:bandit:bg3:pattern0:outcome_history:continue_x,fresh_contexts:bandit:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:bandit:bg3:pattern0:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,0.75,0.1825389476737433,0.2297043256595818,0.2591554085966193,rephrased
cf:outcome_history:fresh_contexts:bandit:bg3:pattern0:outcome_history:continue_y,fresh_contexts:bandit:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:bandit:bg3:pattern0:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,1.0,0.1825389476737432,0.2297043256595816,0.2591554085966191,rephrased
cf:outcome_history:fresh_contexts:bandit:bg3:pattern1:outcome_history:continue_x,fresh_contexts:bandit:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:bandit:bg3:pattern1:outcome_history:member1-m0,bandit,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.375,-0.3997602954054978,-0.5030524731944841,-0.5675503448265962,rephrased
cf:outcome_history:fresh_contexts:bandit:bg3:pattern1:outcome_history:continue_y,fresh_contexts:bandit:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:bandit:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:bandit:bg3:pattern1:outcome_history:member1-m1,bandit,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-1.0,-0.3997602954054977,-0.503052473194484,-0.5675503448265959,rephrased
cf:outcome_history:fresh_contexts:debugging:bg0:pattern0:outcome_history:continue_x,fresh_contexts:debugging:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:debugging:bg0:pattern0:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,0.5,0.1780152531453933,0.2240117750320751,0.2291976267998996,rephrased
cf:outcome_history:fresh_contexts:debugging:bg0:pattern0:outcome_history:continue_y,fresh_contexts:debugging:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:debugging:bg0:pattern0:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,0.375,0.1780152531453931,0.2240117750320748,0.2291976267998994,rephrased
cf:outcome_history:fresh_contexts:debugging:bg0:pattern1:outcome_history:continue_x,fresh_contexts:debugging:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:debugging:bg0:pattern1:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-0.375,-0.3898534043884113,-0.4905857873202444,-0.5019428026917803,rephrased
cf:outcome_history:fresh_contexts:debugging:bg0:pattern1:outcome_history:continue_y,fresh_contexts:debugging:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:debugging:bg0:pattern1:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-0.625,-0.3898534043884117,-0.490585787320245,-0.5019428026917808,rephrased
cf:outcome_history:fresh_contexts:debugging:bg1:pattern0:outcome_history:continue_x,fresh_contexts:debugging:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:debugging:bg1:pattern0:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,0.5,0.1780152531453934,0.2240117750320752,0.2291976267998998,rephrased
cf:outcome_history:fresh_contexts:debugging:bg1:pattern0:outcome_history:continue_y,fresh_contexts:debugging:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:debugging:bg1:pattern0:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,0.5,0.1780152531453932,0.224011775032075,0.2291976267998995,rephrased
cf:outcome_history:fresh_contexts:debugging:bg1:pattern1:outcome_history:continue_x,fresh_contexts:debugging:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:debugging:bg1:pattern1:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.5,-0.3898534043884113,-0.4905857873202444,-0.5019428026917803,rephrased
cf:outcome_history:fresh_contexts:debugging:bg1:pattern1:outcome_history:continue_y,fresh_contexts:debugging:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:debugging:bg1:pattern1:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.75,-0.3898534043884114,-0.4905857873202445,-0.5019428026917804,rephrased
cf:outcome_history:fresh_contexts:debugging:bg2:pattern0:outcome_history:continue_x,fresh_contexts:debugging:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:debugging:bg2:pattern0:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,0.375,0.1780152531453933,0.2240117750320751,0.2291976267998997,rephrased
cf:outcome_history:fresh_contexts:debugging:bg2:pattern0:outcome_history:continue_y,fresh_contexts:debugging:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:debugging:bg2:pattern0:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,0.25,0.1780152531453933,0.2240117750320751,0.2291976267998997,rephrased
cf:outcome_history:fresh_contexts:debugging:bg2:pattern1:outcome_history:continue_x,fresh_contexts:debugging:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:debugging:bg2:pattern1:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.125,-0.3898534043884114,-0.4905857873202445,-0.5019428026917804,rephrased
cf:outcome_history:fresh_contexts:debugging:bg2:pattern1:outcome_history:continue_y,fresh_contexts:debugging:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:debugging:bg2:pattern1:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.125,-0.3898534043884112,-0.4905857873202442,-0.5019428026917802,rephrased
cf:outcome_history:fresh_contexts:debugging:bg3:pattern0:outcome_history:continue_x,fresh_contexts:debugging:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:debugging:bg3:pattern0:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,0.5,0.1780152531453932,0.224011775032075,0.2291976267998995,rephrased
cf:outcome_history:fresh_contexts:debugging:bg3:pattern0:outcome_history:continue_y,fresh_contexts:debugging:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:debugging:bg3:pattern0:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,0.25,0.1780152531453935,0.2240117750320754,0.2291976267999,rephrased
cf:outcome_history:fresh_contexts:debugging:bg3:pattern1:outcome_history:continue_x,fresh_contexts:debugging:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:debugging:bg3:pattern1:outcome_history:member1-m0,debugging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.375,-0.3898534043884115,-0.4905857873202447,-0.5019428026917806,rephrased
cf:outcome_history:fresh_contexts:debugging:bg3:pattern1:outcome_history:continue_y,fresh_contexts:debugging:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:debugging:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:debugging:bg3:pattern1:outcome_history:member1-m1,debugging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.625,-0.3898534043884113,-0.4905857873202444,-0.5019428026917803,rephrased
cf:outcome_history:fresh_contexts:effort:bg0:pattern0:outcome_history:continue_x,fresh_contexts:effort:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:effort:bg0:pattern0:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.875,0.1402385201476874,0.1764740901191019,0.1671685301898297,rephrased
cf:outcome_history:fresh_contexts:effort:bg0:pattern0:outcome_history:continue_y,fresh_contexts:effort:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:effort:bg0:pattern0:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.375,0.1402385201476874,0.1764740901191019,0.1671685301898297,rephrased
cf:outcome_history:fresh_contexts:effort:bg0:pattern1:outcome_history:continue_x,fresh_contexts:effort:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:effort:bg0:pattern1:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,0.0,-0.307122359123436,-0.3864782573608339,-0.3660990811157276,rephrased
cf:outcome_history:fresh_contexts:effort:bg0:pattern1:outcome_history:continue_y,fresh_contexts:effort:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:effort:bg0:pattern1:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,-0.125,-0.3071223591234362,-0.3864782573608342,-0.3660990811157278,rephrased
cf:outcome_history:fresh_contexts:effort:bg1:pattern0:outcome_history:continue_x,fresh_contexts:effort:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:effort:bg1:pattern0:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.75,0.1402385201476876,0.1764740901191022,0.1671685301898299,rephrased
cf:outcome_history:fresh_contexts:effort:bg1:pattern0:outcome_history:continue_y,fresh_contexts:effort:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:effort:bg1:pattern0:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.375,0.1402385201476876,0.1764740901191022,0.1671685301898299,rephrased
cf:outcome_history:fresh_contexts:effort:bg1:pattern1:outcome_history:continue_x,fresh_contexts:effort:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:effort:bg1:pattern1:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,-0.125,-0.3071223591234369,-0.3864782573608351,-0.3660990811157286,rephrased
cf:outcome_history:fresh_contexts:effort:bg1:pattern1:outcome_history:continue_y,fresh_contexts:effort:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:effort:bg1:pattern1:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,1,1,-0.125,-0.3071223591234364,-0.3864782573608345,-0.3660990811157281,rephrased
cf:outcome_history:fresh_contexts:effort:bg2:pattern0:outcome_history:continue_x,fresh_contexts:effort:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:effort:bg2:pattern0:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,0.75,0.1402385201476874,0.1764740901191019,0.1671685301898297,rephrased
cf:outcome_history:fresh_contexts:effort:bg2:pattern0:outcome_history:continue_y,fresh_contexts:effort:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:effort:bg2:pattern0:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,2,0,0.5,0.1402385201476879,0.1764740901191025,0.1671685301898302,rephrased
cf:outcome_history:fresh_contexts:effort:bg2:pattern1:outcome_history:continue_x,fresh_contexts:effort:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:effort:bg2:pattern1:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,-0.25,-0.3071223591234358,-0.3864782573608337,-0.3660990811157273,rephrased
cf:outcome_history:fresh_contexts:effort:bg2:pattern1:outcome_history:continue_y,fresh_contexts:effort:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:effort:bg2:pattern1:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,2,1,-0.25,-0.3071223591234355,-0.3864782573608334,-0.3660990811157271,rephrased
cf:outcome_history:fresh_contexts:effort:bg3:pattern0:outcome_history:continue_x,fresh_contexts:effort:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:effort:bg3:pattern0:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,0.75,0.1402385201476872,0.1764740901191017,0.1671685301898294,rephrased
cf:outcome_history:fresh_contexts:effort:bg3:pattern0:outcome_history:continue_y,fresh_contexts:effort:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:effort:bg3:pattern0:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,3,0,0.625,0.1402385201476872,0.1764740901191017,0.1671685301898294,rephrased
cf:outcome_history:fresh_contexts:effort:bg3:pattern1:outcome_history:continue_x,fresh_contexts:effort:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:effort:bg3:pattern1:outcome_history:member1-m0,effort,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,-0.125,-0.3071223591234354,-0.3864782573608332,-0.3660990811157269,rephrased
cf:outcome_history:fresh_contexts:effort:bg3:pattern1:outcome_history:continue_y,fresh_contexts:effort:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:effort:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:effort:bg3:pattern1:outcome_history:member1-m1,effort,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,3,1,-0.5,-0.3071223591234355,-0.3864782573608334,-0.3660990811157271,rephrased
cf:outcome_history:fresh_contexts:foraging:bg0:pattern0:outcome_history:continue_x,fresh_contexts:foraging:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:foraging:bg0:pattern0:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,0.5,0.1491284699727645,0.1876610721617873,0.1923616130971423,rephrased
cf:outcome_history:fresh_contexts:foraging:bg0:pattern0:outcome_history:continue_y,fresh_contexts:foraging:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:foraging:bg0:pattern0:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,0,0,0.25,0.1491284699727645,0.1876610721617873,0.1923616130971423,rephrased
cf:outcome_history:fresh_contexts:foraging:bg0:pattern1:outcome_history:continue_x,fresh_contexts:foraging:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:foraging:bg0:pattern1:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-0.5,-0.3265913492403553,-0.4109777480343155,-0.421271932682743,rephrased
cf:outcome_history:fresh_contexts:foraging:bg0:pattern1:outcome_history:continue_y,fresh_contexts:foraging:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:foraging:bg0:pattern1:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,0,1,-0.625,-0.3265913492403554,-0.4109777480343156,-0.421271932682743,rephrased
cf:outcome_history:fresh_contexts:foraging:bg1:pattern0:outcome_history:continue_x,fresh_contexts:foraging:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:foraging:bg1:pattern0:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,0.625,0.1491284699727651,0.1876610721617881,0.1923616130971431,rephrased
cf:outcome_history:fresh_contexts:foraging:bg1:pattern0:outcome_history:continue_y,fresh_contexts:foraging:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg1:pattern0:outcome_history:member-1-m1,fresh_contexts:foraging:bg1:pattern0:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,1,0,0.375,0.1491284699727651,0.1876610721617881,0.1923616130971431,rephrased
cf:outcome_history:fresh_contexts:foraging:bg1:pattern1:outcome_history:continue_x,fresh_contexts:foraging:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg1:pattern1:outcome_history:member-1-m0,fresh_contexts:foraging:bg1:pattern1:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.625,-0.3265913492403555,-0.4109777480343157,-0.4212719326827432,rephrased
cf:outcome_history:fresh_contexts:foraging:bg1:pattern1:outcome_history:continue_y,fresh_contexts:foraging:bg1:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg1:pattern1:outcome_history:member-1-m1,fresh_contexts:foraging:bg1:pattern1:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,1,1,-0.875,-0.3265913492403552,-0.4109777480343154,-0.4212719326827428,rephrased
cf:outcome_history:fresh_contexts:foraging:bg2:pattern0:outcome_history:continue_x,fresh_contexts:foraging:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg2:pattern0:outcome_history:member-1-m0,fresh_contexts:foraging:bg2:pattern0:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,0.375,0.1491284699727648,0.1876610721617877,0.1923616130971427,rephrased
cf:outcome_history:fresh_contexts:foraging:bg2:pattern0:outcome_history:continue_y,fresh_contexts:foraging:bg2:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg2:pattern0:outcome_history:member-1-m1,fresh_contexts:foraging:bg2:pattern0:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,2,0,0.125,0.1491284699727648,0.1876610721617877,0.1923616130971427,rephrased
cf:outcome_history:fresh_contexts:foraging:bg2:pattern1:outcome_history:continue_x,fresh_contexts:foraging:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg2:pattern1:outcome_history:member-1-m0,fresh_contexts:foraging:bg2:pattern1:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,0.0,-0.3265913492403549,-0.410977748034315,-0.4212719326827425,rephrased
cf:outcome_history:fresh_contexts:foraging:bg2:pattern1:outcome_history:continue_y,fresh_contexts:foraging:bg2:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg2:pattern1:outcome_history:member-1-m1,fresh_contexts:foraging:bg2:pattern1:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,2,1,-0.125,-0.3265913492403558,-0.4109777480343161,-0.4212719326827436,rephrased
cf:outcome_history:fresh_contexts:foraging:bg3:pattern0:outcome_history:continue_x,fresh_contexts:foraging:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern0:outcome_history:member-1-m0,fresh_contexts:foraging:bg3:pattern0:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,0.75,0.1491284699727648,0.1876610721617878,0.1923616130971427,rephrased
cf:outcome_history:fresh_contexts:foraging:bg3:pattern0:outcome_history:continue_y,fresh_contexts:foraging:bg3:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern0:outcome_history:member-1-m1,fresh_contexts:foraging:bg3:pattern0:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,-2.19,-1.21,0.98,True,False,3,0,0.5,0.1491284699727648,0.1876610721617876,0.1923616130971426,rephrased
cf:outcome_history:fresh_contexts:foraging:bg3:pattern1:outcome_history:continue_x,fresh_contexts:foraging:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern1:outcome_history:member-1-m0,fresh_contexts:foraging:bg3:pattern1:outcome_history:member1-m0,foraging,continue_x,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.75,-0.3265913492403557,-0.410977748034316,-0.4212719326827435,rephrased
cf:outcome_history:fresh_contexts:foraging:bg3:pattern1:outcome_history:continue_y,fresh_contexts:foraging:bg3:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:foraging:bg3:pattern1:outcome_history:member-1-m1,fresh_contexts:foraging:bg3:pattern1:outcome_history:member1-m1,foraging,continue_y,mech_pair_test,2.7731,0.6269,-2.1462,True,False,3,1,-0.875,-0.3265913492403558,-0.4109777480343161,-0.4212719326827436,rephrased
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.375,0.0246425660896907,0.0310098425475272,0.0305952098252228,rephrased
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern0:outcome_history:continue_y,fresh_contexts:information_sampling:bg0:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg0:pattern0:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,-2.19,-1.21,0.98,True,False,0,0,0.0,0.0246425660896907,0.0310098425475272,0.0305952098252228,rephrased
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_x,fresh_contexts:information_sampling:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,-0.25,-0.053967219736422,-0.0679115551790837,-0.0670035095172371,rephrased
cf:outcome_history:fresh_contexts:information_sampling:bg0:pattern1:outcome_history:continue_y,fresh_contexts:information_sampling:bg0:pattern1:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member-1-m1,fresh_contexts:information_sampling:bg0:pattern1:outcome_history:member1-m1,information_sampling,continue_y,mech_task_holdout,2.7731,0.6269,-2.1462,True,False,0,1,-0.125,-0.053967219736422,-0.0679115551790837,-0.0670035095172371,rephrased
cf:outcome_history:fresh_contexts:information_sampling:bg1:pattern0:outcome_history:continue_x,fresh_contexts:information_sampling:bg1:pattern0:outcome_history,outcome_history,history_isolated,primary,fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member-1-m0,fresh_contexts:information_sampling:bg1:pattern0:outcome_history:member1-m0,information_sampling,continue_x,mech_task_holdout,-2.19,-1.21,0.98,True,False,1,0,0.25,0.0246425660896905,0.0310098425475269,0.0305952098252225,rephrased
