pair_id,task_family,pair_split,target_variable,natural_source_logit,natural_base_logit,natural_effect
cf:outcome_history:fresh_contexts:solvability:bg0:pattern3:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-1.5,-1.25,-0.25
cf:outcome_history:fresh_contexts:solvability:bg0:pattern3:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,-0.75,-0.75,0.0
cf:outcome_history:fresh_contexts:solvability:bg1:pattern0:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,0.125,-0.5,0.625
cf:outcome_history:fresh_contexts:solvability:bg1:pattern0:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.0,-0.625,0.625
cf:outcome_history:fresh_contexts:solvability:bg1:pattern1:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,0.125,0.875,-0.75
cf:outcome_history:fresh_contexts:solvability:bg1:pattern1:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.25,0.625,-0.375
cf:outcome_history:fresh_contexts:solvability:bg1:pattern2:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-0.125,-0.625,0.5
cf:outcome_history:fresh_contexts:solvability:bg1:pattern2:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.0,-0.625,0.625
cf:outcome_history:fresh_contexts:solvability:bg1:pattern3:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,0.25,0.75,-0.5
cf:outcome_history:fresh_contexts:solvability:bg1:pattern3:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.0,0.5,-0.5
cf:outcome_history:fresh_contexts:solvability:bg2:pattern0:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-0.625,-1.5,0.875
cf:outcome_history:fresh_contexts:solvability:bg2:pattern0:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,-0.375,-1.25,0.875
cf:outcome_history:fresh_contexts:solvability:bg2:pattern1:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-0.125,0.375,-0.5
cf:outcome_history:fresh_contexts:solvability:bg2:pattern1:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.25,0.375,-0.125
cf:outcome_history:fresh_contexts:solvability:bg2:pattern2:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-0.75,-1.5,0.75
cf:outcome_history:fresh_contexts:solvability:bg2:pattern2:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,-0.375,-1.25,0.875
cf:outcome_history:fresh_contexts:solvability:bg2:pattern3:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,-0.25,0.125,-0.375
cf:outcome_history:fresh_contexts:solvability:bg2:pattern3:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.0,0.25,-0.25
cf:outcome_history:fresh_contexts:solvability:bg3:pattern0:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,1.375,0.375,1.0
cf:outcome_history:fresh_contexts:solvability:bg3:pattern0:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,1.0,0.0,1.0
cf:outcome_history:fresh_contexts:solvability:bg3:pattern1:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,1.125,2.25,-1.125
cf:outcome_history:fresh_contexts:solvability:bg3:pattern1:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,1.125,1.75,-0.625
cf:outcome_history:fresh_contexts:solvability:bg3:pattern2:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,0.75,0.0,0.75
cf:outcome_history:fresh_contexts:solvability:bg3:pattern2:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,0.625,0.0,0.625
cf:outcome_history:fresh_contexts:solvability:bg3:pattern3:outcome_history:continue_x,solvability,mech_pair_test,outcome_history,1.0,1.875,-0.875
cf:outcome_history:fresh_contexts:solvability:bg3:pattern3:outcome_history:continue_y,solvability,mech_pair_test,outcome_history,1.0,1.625,-0.625
cf:outcome_history:fresh_contexts:waiting:bg0:pattern0:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.25,-1.625,0.375
cf:outcome_history:fresh_contexts:waiting:bg0:pattern0:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.25,-1.5,0.25
cf:outcome_history:fresh_contexts:waiting:bg0:pattern1:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.25,-1.0,-0.25
cf:outcome_history:fresh_contexts:waiting:bg0:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.25,-1.125,-0.125
cf:outcome_history:fresh_contexts:waiting:bg0:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.375,-1.625,0.25
cf:outcome_history:fresh_contexts:waiting:bg0:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.25,-1.5,0.25
cf:outcome_history:fresh_contexts:waiting:bg0:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.375,-1.125,-0.25
cf:outcome_history:fresh_contexts:waiting:bg0:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.375,-1.125,-0.25
cf:outcome_history:fresh_contexts:waiting:bg1:pattern0:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,1.375,1.0,0.375
cf:outcome_history:fresh_contexts:waiting:bg1:pattern0:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,0.75,0.375,0.375
cf:outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,1.375,2.25,-0.875
cf:outcome_history:fresh_contexts:waiting:bg1:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,0.75,1.25,-0.5
cf:outcome_history:fresh_contexts:waiting:bg1:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,1.25,1.125,0.125
cf:outcome_history:fresh_contexts:waiting:bg1:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,0.75,0.5,0.25
cf:outcome_history:fresh_contexts:waiting:bg1:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,1.375,1.875,-0.5
cf:outcome_history:fresh_contexts:waiting:bg1:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,0.75,1.25,-0.5
cf:outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-2.125,-2.625,0.5
cf:outcome_history:fresh_contexts:waiting:bg2:pattern0:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-2.25,-2.5,0.25
cf:outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.875,-2.0,0.125
cf:outcome_history:fresh_contexts:waiting:bg2:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-2.0,-2.0,0.0
cf:outcome_history:fresh_contexts:waiting:bg2:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-2.25,-2.625,0.375
cf:outcome_history:fresh_contexts:waiting:bg2:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-2.0,-2.5,0.5
cf:outcome_history:fresh_contexts:waiting:bg2:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-2.125,-2.25,0.125
cf:outcome_history:fresh_contexts:waiting:bg2:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.875,-2.125,0.25
cf:outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.0,-1.625,0.625
cf:outcome_history:fresh_contexts:waiting:bg3:pattern0:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-0.875,-1.25,0.375
cf:outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.0,-0.75,-0.25
cf:outcome_history:fresh_contexts:waiting:bg3:pattern1:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.0,-0.75,-0.25
cf:outcome_history:fresh_contexts:waiting:bg3:pattern2:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.25,-1.5,0.25
cf:outcome_history:fresh_contexts:waiting:bg3:pattern2:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.0,-1.25,0.25
cf:outcome_history:fresh_contexts:waiting:bg3:pattern3:outcome_history:continue_x,waiting,mech_task_holdout,outcome_history,-1.125,-0.875,-0.25
cf:outcome_history:fresh_contexts:waiting:bg3:pattern3:outcome_history:continue_y,waiting,mech_task_holdout,outcome_history,-1.0,-0.875,-0.125
